max_strategy, risky_strategy, uniform_strategy, safe_strategy, min_strategy
1015, 820, 422, 1982, 1000
66, 695, 613, 540, 1000
1718, 628, 453, 1818, 1000
43, 1131, 358, 1596, 1000
1191, 511, 488, 1235, 1000
1175, 3250, 611, 771, 1000
650, 657, 633, 500, 1000
478, 174, 1447, 602, 1000
148, 493, 586, 632, 1000
185, 1962, 935, 573, 1000
1769, 1083, 479, 644, 1000
330, 1587, 1216, 1368, 1000
1321, 783, 1466, 822, 1000
7380, 101, 816, 2178, 1000
49, 853, 457, 470, 1000
76, 131, 650, 598, 1000
1354, 743, 821, 1182, 1000
182, 591, 540, 653, 1000
288, 1021, 750, 1216, 1000
176, 1218, 824, 868, 1000
167, 472, 208, 393, 1000
389, 1555, 1036, 382, 1000
280, 878, 812, 435, 1000
83, 132, 263, 337, 1000
538, 460, 1816, 1164, 1000
1319, 412, 805, 479, 1000
762, 180, 634, 427, 1000
151, 666, 372, 580, 1000
143, 302, 41, 1322, 1000
378, 802, 766, 2042, 1000
1778, 1289, 952, 661, 1000
4862, 3278, 469, 240, 1000
3711, 1697, 1548, 363, 1000
1509, 784, 759, 758, 1000
4274, 433, 1163, 674, 1000
781, 675, 954, 1154, 1000
202, 1167, 774, 1514, 1000
306, 965, 474, 877, 1000
37, 1854, 1382, 1276, 1000
1782, 2419, 533, 513, 1000
909, 985, 875, 1247, 1000
25, 2369, 1308, 1817, 1000
909, 379, 846, 920, 1000
135, 105, 302, 834, 1000
920, 1034, 431, 799, 1000
1631, 559, 541, 827, 1000
25, 1666, 417, 1260, 1000
508, 462, 772, 581, 1000
289, 643, 1054, 1697, 1000
486, 1812, 563, 454, 1000
2135, 1244, 1670, 475, 1000
1164, 69, 1584, 1127, 1000
815, 1020, 1789, 1104, 1000
272, 226, 340, 994, 1000
232, 87, 2113, 192, 1000
850, 493, 355, 779, 1000
1884, 410, 1025, 1110, 1000
2368, 1223, 1600, 870, 1000
463, 882, 779, 714, 1000
83, 119, 1043, 665, 1000
766, 718, 939, 1033, 1000
364, 496, 552, 1696, 1000
638, 272, 615, 534, 1000
570, 1054, 706, 1222, 1000
2966, 1712, 1005, 511, 1000
582, 2470, 1756, 1162, 1000
78, 1347, 820, 507, 1000
161, 329, 2146, 184, 1000
1408, 197, 676, 1009, 1000
454, 2169, 294, 1982, 1000
1976, 225, 1408, 541, 1000
2694, 1453, 1816, 533, 1000
33, 2219, 319, 1297, 1000
1162, 1471, 1022, 847, 1000
2086, 1007, 2534, 641, 1000
878, 1601, 1449, 1007, 1000
1375, 1348, 208, 492, 1000
594, 1331, 444, 1391, 1000
427, 218, 605, 1044, 1000
2184, 370, 1671, 486, 1000
71, 1446, 935, 743, 1000
188, 695, 734, 1794, 1000
659, 902, 844, 1520, 1000
527, 1352, 1111, 554, 1000
424, 1506, 744, 1299, 1000
18, 860, 1060, 238, 1000
1060, 1185, 1340, 1236, 1000
2011, 1092, 698, 1196, 1000
1650, 1009, 945, 1199, 1000
2026, 1365, 458, 1608, 1000
1500, 365, 1129, 588, 1000
1247, 292, 513, 1107, 1000
503, 1035, 69, 693, 1000
593, 5673, 187, 1107, 1000
1284, 975, 1090, 1343, 1000
6573, 419, 807, 887, 1000
1056, 858, 1146, 1161, 1000
910, 344, 833, 494, 1000
1024, 1475, 607, 1273, 1000
295, 1829, 1839, 1265, 1000
542, 2556, 973, 532, 1000
163, 719, 746, 1219, 1000
1353, 1084, 1077, 987, 1000
272, 2449, 992, 876, 1000
223, 69, 430, 732, 1000
586, 328, 722, 664, 1000
1601, 468, 2451, 1262, 1000
194, 125, 508, 1501, 1000
506, 1085, 1076, 821, 1000
2982, 1078, 1487, 887, 1000
1564, 972, 822, 830, 1000
10, 2393, 1251, 826, 1000
986, 691, 912, 1411, 1000
676, 90, 980, 1945, 1000
1381, 589, 1531, 695, 1000
63, 755, 1370, 870, 1000
386, 219, 887, 953, 1000
1181, 562, 751, 669, 1000
2202, 2296, 658, 1117, 1000
1590, 387, 344, 1186, 1000
208, 580, 1235, 1271, 1000
1158, 120, 1026, 611, 1000
123, 703, 891, 1598, 1000
403, 1893, 332, 661, 1000
800, 273, 1073, 1450, 1000
168, 2030, 1673, 1533, 1000
710, 643, 812, 1185, 1000
2700, 641, 104, 1711, 1000
698, 407, 1249, 863, 1000
162, 1184, 1721, 936, 1000
346, 1247, 1519, 877, 1000
985, 1075, 1602, 1189, 1000
1164, 1897, 1645, 557, 1000
363, 895, 2030, 218, 1000
1185, 483, 1033, 722, 1000
267, 143, 798, 1765, 1000
229, 2358, 762, 924, 1000
1820, 1016, 1609, 948, 1000
221, 1087, 721, 735, 1000
15, 352, 1021, 1967, 1000
1661, 174, 630, 724, 1000
210, 869, 1797, 707, 1000
971, 925, 637, 1743, 1000
998, 231, 1447, 1586, 1000
3019, 925, 1024, 1829, 1000
184, 767, 1317, 894, 1000
817, 2977, 877, 369, 1000
917, 1989, 1585, 524, 1000
304, 543, 850, 880, 1000
1100, 449, 434, 861, 1000
34, 1333, 1254, 1005, 1000
73, 625, 704, 1529, 1000
2012, 687, 1329, 1283, 1000
1309, 262, 1424, 513, 1000
651, 2837, 498, 1340, 1000
1927, 1203, 1691, 914, 1000
2696, 161, 874, 563, 1000
551, 1148, 1250, 645, 1000
129, 450, 665, 1320, 1000
2410, 1021, 936, 1659, 1000
745, 186, 1303, 488, 1000
2707, 303, 617, 635, 1000
2316, 2391, 867, 1239, 1000
873, 614, 744, 464, 1000
1272, 1151, 832, 1256, 1000
1965, 605, 1118, 699, 1000
81, 934, 1215, 1775, 1000
1910, 1603, 865, 577, 1000
2045, 486, 1282, 1360, 1000
1388, 1726, 654, 878, 1000
1601, 280, 1644, 811, 1000
190, 782, 1009, 725, 1000
1719, 827, 2479, 460, 1000
540, 495, 825, 1361, 1000
444, 863, 1445, 1749, 1000
264, 580, 621, 1064, 1000
184, 550, 712, 1115, 1000
285, 539, 373, 681, 1000
527, 1539, 794, 2762, 1000
2414, 229, 3203, 953, 1000
58, 1098, 910, 404, 1000
65, 173, 1028, 741, 1000
347, 872, 2114, 1350, 1000
541, 161, 940, 1100, 1000
1205, 137, 916, 821, 1000
874, 1047, 1002, 902, 1000
980, 1116, 240, 608, 1000
120, 176, 1347, 851, 1000
443, 86, 552, 975, 1000
2964, 179, 744, 1335, 1000
3299, 187, 1038, 857, 1000
79, 2123, 513, 2074, 1000
552, 1443, 648, 698, 1000
126, 358, 1120, 796, 1000
1230, 1200, 893, 1609, 1000
2610, 958, 552, 852, 1000
364, 1176, 543, 632, 1000
110, 897, 1247, 729, 1000
152, 1178, 460, 782, 1000
1426, 740, 1576, 609, 1000
510, 2141, 781, 1091, 1000
328, 1100, 920, 557, 1000
430, 418, 2184, 893, 1000
2069, 519, 1401, 702, 1000
944, 558, 854, 1510, 1000
976, 757, 805, 860, 1000
444, 526, 372, 1154, 1000
1274, 2366, 675, 1776, 1000
472, 270, 1501, 436, 1000
327, 874, 1243, 2228, 1000
1271, 487, 1249, 669, 1000
487, 1089, 646, 692, 1000
296, 267, 759, 313, 1000
698, 1486, 1846, 1386, 1000
769, 717, 903, 1398, 1000
1039, 655, 1526, 686, 1000
481, 578, 1481, 1510, 1000
248, 3521, 534, 1347, 1000
1226, 2733, 1076, 1260, 1000
3437, 697, 881, 1271, 1000
227, 571, 1622, 1029, 1000
395, 285, 3593, 1230, 1000
3679, 361, 1528, 671, 1000
134, 705, 1259, 1670, 1000
364, 1045, 445, 468, 1000
1073, 1653, 558, 1007, 1000
243, 501, 682, 530, 1000
81, 646, 1597, 1745, 1000
180, 826, 595, 1211, 1000
482, 1938, 419, 424, 1000
485, 312, 774, 1596, 1000
1221, 827, 1094, 817, 1000
1346, 366, 1321, 661, 1000
1301, 575, 824, 1231, 1000
1445, 863, 1327, 210, 1000
921, 871, 1937, 1366, 1000
2071, 664, 753, 903, 1000
468, 1347, 519, 1234, 1000
734, 1530, 297, 1288, 1000
527, 1310, 1081, 1708, 1000
284, 148, 1495, 1059, 1000
79, 2910, 1307, 722, 1000
548, 428, 378, 1282, 1000
118, 1681, 1672, 1743, 1000
661, 257, 1098, 1150, 1000
2085, 777, 308, 576, 1000
17, 1031, 1034, 557, 1000
82, 702, 1457, 912, 1000
537, 131, 758, 1760, 1000
1985, 689, 1148, 1699, 1000
222, 453, 733, 678, 1000
2286, 1138, 1376, 707, 1000
705, 1375, 1098, 620, 1000
769, 1611, 446, 2019, 1000
434, 122, 380, 1334, 1000
3, 2520, 782, 1031, 1000
8, 1281, 803, 1697, 1000
130, 703, 1342, 1335, 1000
1187, 1465, 826, 1520, 1000
121, 660, 612, 1281, 1000
697, 631, 1168, 1009, 1000
1744, 862, 2691, 1237, 1000
181, 1236, 2385, 838, 1000
988, 1759, 193, 487, 1000
772, 524, 2410, 483, 1000
56, 612, 1556, 685, 1000
404, 1229, 1027, 1466, 1000
1570, 1267, 1304, 420, 1000
881, 1366, 946, 874, 1000
733, 2005, 1212, 495, 1000
465, 1185, 776, 563, 1000
81, 514, 943, 1873, 1000
691, 444, 249, 1037, 1000
400, 2475, 861, 964, 1000
2746, 609, 113, 1887, 1000
4316, 650, 639, 235, 1000
1076, 1369, 1526, 543, 1000
919, 1959, 686, 844, 1000
626, 610, 703, 1233, 1000
1370, 1702, 350, 723, 1000
161, 236, 564, 356, 1000
1457, 1762, 1323, 660, 1000
1346, 251, 1086, 603, 1000
404, 515, 2861, 600, 1000
233, 463, 1097, 468, 1000
2835, 3297, 411, 1292, 1000
882, 573, 952, 845, 1000
5024, 424, 746, 1426, 1000
627, 793, 1039, 1972, 1000
89, 1313, 814, 661, 1000
622, 125, 1109, 1159, 1000
1639, 838, 957, 1124, 1000
1349, 1163, 752, 939, 1000
1136, 555, 806, 779, 1000
258, 249, 1108, 590, 1000
138, 2148, 691, 994, 1000
108, 4, 1039, 1158, 1000
2854, 1185, 2150, 1070, 1000
1884, 1416, 1422, 1022, 1000
184, 1133, 2147, 886, 1000
381, 756, 778, 946, 1000
119, 1106, 1003, 1201, 1000
1033, 478, 871, 774, 1000
31, 2546, 1202, 1004, 1000
1394, 1867, 1883, 1294, 1000
325, 224, 370, 1068, 1000
187, 2778, 1782, 953, 1000
1937, 826, 963, 672, 1000
383, 812, 459, 684, 1000
3325, 1382, 369, 598, 1000
758, 1402, 3454, 735, 1000
152, 464, 817, 2013, 1000
2980, 2253, 886, 1027, 1000
1080, 1682, 310, 1680, 1000
372, 598, 895, 1347, 1000
1153, 696, 532, 716, 1000
11, 906, 2345, 671, 1000
1227, 347, 662, 790, 1000
2111, 959, 1514, 592, 1000
146, 1421, 397, 589, 1000
416, 559, 983, 874, 1000
2242, 827, 831, 637, 1000
370, 2709, 2360, 1424, 1000
161, 921, 1502, 921, 1000
2092, 1397, 110, 1543, 1000
300, 621, 621, 432, 1000
190, 1188, 1448, 1117, 1000
505, 665, 1142, 1100, 1000
23, 220, 947, 1310, 1000
1299, 1988, 947, 992, 1000
358, 1442, 1576, 1381, 1000
934, 2874, 1229, 1162, 1000
353, 570, 509, 873, 1000
1574, 516, 1407, 944, 1000
911, 275, 317, 1498, 1000
1565, 130, 256, 897, 1000
1320, 2012, 600, 417, 1000
964, 1529, 841, 433, 1000
1232, 444, 1941, 1527, 1000
900, 1491, 571, 349, 1000
120, 1592, 468, 716, 1000
732, 748, 437, 1843, 1000
302, 474, 611, 724, 1000
2662, 2469, 796, 1206, 1000
2623, 914, 750, 348, 1000
313, 676, 2477, 1430, 1000
267, 887, 538, 918, 1000
60, 744, 3391, 616, 1000
337, 2146, 453, 714, 1000
4454, 448, 910, 961, 1000
186, 1957, 732, 973, 1000
1060, 154, 356, 2100, 1000
752, 193, 1175, 899, 1000
1981, 371, 693, 1504, 1000
994, 1029, 915, 943, 1000
766, 1489, 1600, 1045, 1000
888, 159, 345, 1724, 1000
1059, 750, 1160, 1163, 1000
511, 733, 833, 645, 1000
34, 1004, 980, 1594, 1000
1236, 2177, 2131, 1484, 1000
3300, 566, 594, 651, 1000
78, 1767, 500, 694, 1000
883, 1721, 760, 945, 1000
340, 983, 752, 281, 1000
316, 560, 1644, 1356, 1000
1026, 1042, 1296, 1658, 1000
87, 448, 1392, 1369, 1000
68, 880, 1479, 955, 1000
1244, 2589, 768, 1702, 1000
1718, 295, 199, 853, 1000
3685, 2923, 762, 1008, 1000
724, 1657, 954, 1025, 1000
4338, 1299, 1299, 1650, 1000
229, 667, 926, 604, 1000
919, 290, 1050, 854, 1000
365, 3069, 884, 1085, 1000
214, 917, 877, 922, 1000
406, 581, 759, 1084, 1000
108, 1227, 887, 713, 1000
727, 575, 507, 1714, 1000
39, 121, 2123, 1480, 1000
569, 112, 142, 1219, 1000
1227, 808, 561, 1187, 1000
1569, 3235, 806, 1086, 1000
74, 1969, 1201, 860, 1000
787, 847, 611, 1193, 1000
938, 1676, 769, 600, 1000
307, 1486, 551, 2026, 1000
625, 461, 1645, 1735, 1000
427, 771, 1096, 369, 1000
4485, 2026, 405, 760, 1000
84, 459, 1414, 693, 1000
1970, 600, 1138, 1000, 1000
284, 458, 1101, 1208, 1000
1493, 759, 1409, 1433, 1000
245, 1132, 1133, 722, 1000
924, 179, 1186, 517, 1000
1233, 1890, 280, 745, 1000
41, 1096, 1029, 977, 1000
5, 1676, 833, 924, 1000
1773, 525, 526, 990, 1000
209, 1058, 1631, 830, 1000
977, 1636, 1528, 1311, 1000
499, 1249, 1405, 961, 1000
241, 1343, 103, 655, 1000
176, 211, 1633, 899, 1000
1501, 120, 1507, 835, 1000
456, 20, 804, 740, 1000
1138, 954, 705, 865, 1000
292, 231, 1312, 912, 1000
806, 2999, 1669, 1045, 1000
2725, 1329, 79, 403, 1000
3094, 355, 1897, 717, 1000
353, 845, 449, 921, 1000
388, 1234, 288, 977, 1000
148, 1576, 279, 349, 1000
1329, 362, 570, 1891, 1000
355, 1246, 921, 766, 1000
1723, 824, 591, 1480, 1000
1682, 1123, 382, 1047, 1000
367, 489, 546, 1189, 1000
430, 394, 1623, 573, 1000
1878, 1128, 675, 587, 1000
2572, 1154, 2206, 853, 1000
3725, 1536, 1733, 377, 1000
22, 208, 598, 784, 1000
554, 704, 1571, 1132, 1000
2494, 871, 924, 1369, 1000
8, 1237, 670, 1346, 1000
2093, 279, 251, 1175, 1000
6, 550, 2064, 1508, 1000
472, 324, 1123, 1812, 1000
5597, 1371, 2344, 712, 1000
1723, 389, 916, 1298, 1000
93, 491, 434, 612, 1000
292, 1393, 1251, 1284, 1000
2700, 1039, 1085, 966, 1000
1123, 694, 721, 1495, 1000
1750, 1975, 711, 705, 1000
363, 1075, 1849, 1228, 1000
309, 1964, 898, 793, 1000
77, 960, 338, 552, 1000
2048, 226, 1158, 1139, 1000
4288, 705, 838, 842, 1000
1524, 837, 298, 639, 1000
1852, 669, 577, 1394, 1000
549, 1013, 315, 1950, 1000
922, 759, 712, 952, 1000
715, 71, 341, 2101, 1000
1104, 2281, 1370, 966, 1000
588, 917, 1815, 790, 1000
32, 536, 885, 1572, 1000
632, 160, 179, 1068, 1000
429, 1068, 482, 1008, 1000
1635, 1484, 324, 571, 1000
146, 466, 2430, 1633, 1000
906, 1133, 1409, 1043, 1000
55, 479, 1236, 711, 1000
2019, 773, 523, 309, 1000
728, 304, 956, 2091, 1000
1348, 462, 489, 2435, 1000
2457, 535, 1686, 909, 1000
2823, 228, 1011, 1398, 1000
803, 2453, 1559, 1021, 1000
2766, 1085, 127, 905, 1000
1218, 688, 481, 730, 1000
136, 1344, 455, 774, 1000
1093, 936, 900, 795, 1000
12, 1543, 699, 751, 1000
1273, 1893, 1199, 881, 1000
3509, 276, 1022, 883, 1000
508, 1669, 1406, 1280, 1000
112, 753, 826, 306, 1000
76, 1226, 501, 548, 1000
39, 53, 175, 774, 1000
271, 738, 1214, 983, 1000
603, 917, 376, 1025, 1000
349, 1028, 400, 842, 1000
1142, 841, 109, 690, 1000
734, 555, 1286, 547, 1000
538, 1060, 144, 455, 1000
852, 1320, 344, 840, 1000
2246, 1686, 691, 1272, 1000
1332, 2101, 1125, 626, 1000
319, 565, 929, 673, 1000
1739, 1113, 2102, 452, 1000
1309, 966, 747, 939, 1000
508, 119, 860, 923, 1000
130, 394, 728, 1605, 1000
1341, 1049, 1676, 583, 1000
414, 516, 1276, 968, 1000
140, 220, 957, 1828, 1000
106, 454, 748, 412, 1000
1889, 674, 1255, 1032, 1000
1973, 632, 798, 1159, 1000
665, 1582, 295, 1165, 1000
749, 195, 627, 1454, 1000
594, 1263, 1029, 619, 1000
246, 52, 848, 1048, 1000
787, 1338, 2111, 1010, 1000
442, 419, 530, 988, 1000
1556, 1329, 981, 581, 1000
442, 551, 593, 297, 1000
82, 1679, 222, 460, 1000
535, 1141, 1349, 871, 1000
204, 132, 891, 749, 1000
957, 859, 1636, 1165, 1000
177, 544, 176, 1694, 1000
1385, 802, 738, 1453, 1000
267, 1050, 1232, 990, 1000
747, 1186, 1019, 1001, 1000
1207, 1687, 992, 1871, 1000
973, 865, 1681, 1131, 1000
35, 1589, 898, 770, 1000
30, 1670, 384, 601, 1000
845, 416, 544, 1638, 1000
337, 503, 716, 966, 1000
583, 1831, 742, 1016, 1000
495, 1096, 1041, 827, 1000
973, 307, 1298, 386, 1000
5143, 599, 790, 684, 1000
328, 728, 724, 1040, 1000
583, 833, 65, 1250, 1000
1629, 1552, 1565, 1273, 1000
1475, 865, 70, 1152, 1000
1040, 1428, 413, 1004, 1000
1381, 1563, 613, 532, 1000
81, 1283, 953, 1041, 1000
49, 835, 508, 1272, 1000
896, 197, 961, 606, 1000
1534, 569, 1077, 690, 1000
79, 437, 849, 1665, 1000
301, 282, 2311, 620, 1000
1468, 912, 1440, 1155, 1000
736, 305, 332, 1285, 1000
1025, 323, 1165, 1556, 1000
2252, 2605, 390, 382, 1000
271, 321, 1512, 864, 1000
1202, 606, 1341, 1107, 1000
1490, 1362, 106, 221, 1000
449, 4315, 1531, 1161, 1000
1077, 727, 609, 635, 1000
269, 950, 1179, 372, 1000
1077, 681, 674, 729, 1000
1081, 1489, 977, 1379, 1000
997, 889, 467, 1541, 1000
954, 440, 830, 346, 1000
73, 825, 1781, 947, 1000
318, 784, 163, 1790, 1000
422, 562, 1207, 1416, 1000
712, 485, 546, 441, 1000
1567, 2137, 872, 1427, 1000
659, 1237, 1100, 789, 1000
1469, 594, 635, 437, 1000
3425, 588, 2046, 857, 1000
552, 470, 1460, 1530, 1000
66, 710, 145, 984, 1000
1709, 349, 543, 1050, 1000
971, 226, 1262, 365, 1000
283, 115, 466, 735, 1000
1053, 293, 1062, 959, 1000
493, 916, 1281, 823, 1000
1252, 1464, 1695, 1246, 1000
613, 709, 705, 756, 1000
1016, 611, 484, 2313, 1000
1494, 900, 580, 1755, 1000
959, 556, 1344, 457, 1000
1165, 1879, 638, 598, 1000
2608, 720, 725, 1430, 1000
321, 450, 972, 699, 1000
221, 467, 1503, 854, 1000
65, 512, 456, 1091, 1000
1, 669, 1127, 1160, 1000
1120, 678, 1016, 975, 1000
40, 1217, 919, 738, 1000
1720, 1328, 1444, 1567, 1000
361, 918, 640, 1005, 1000
263, 827, 451, 287, 1000
329, 276, 537, 530, 1000
746, 728, 1585, 691, 1000
660, 503, 828, 1219, 1000
567, 820, 300, 1382, 1000
594, 432, 1145, 325, 1000
1259, 1743, 1814, 991, 1000
44, 1006, 876, 1408, 1000
319, 319, 151, 781, 1000
2012, 309, 1271, 704, 1000
167, 400, 796, 1247, 1000
3971, 396, 696, 636, 1000
203, 972, 635, 741, 1000
551, 972, 580, 1410, 1000
1632, 2106, 559, 983, 1000
2635, 2306, 845, 925, 1000
60, 805, 1260, 2150, 1000
2712, 3248, 409, 861, 1000
30, 1139, 73, 404, 1000
1548, 158, 686, 1318, 1000
348, 1478, 452, 391, 1000
1382, 466, 720, 1321, 1000
1507, 1352, 2196, 1664, 1000
1780, 496, 1366, 837, 1000
2224, 607, 164, 706, 1000
432, 995, 1356, 947, 1000
35, 514, 2451, 955, 1000
551, 494, 807, 647, 1000
852, 1590, 3474, 780, 1000
4984, 2335, 1554, 967, 1000
565, 2387, 752, 1015, 1000
3073, 148, 1637, 890, 1000
177, 252, 620, 743, 1000
544, 1805, 1723, 1552, 1000
322, 959, 579, 1475, 1000
967, 384, 285, 788, 1000
268, 1161, 681, 863, 1000
602, 510, 915, 1085, 1000
120, 770, 2124, 965, 1000
203, 414, 1335, 1096, 1000
493, 216, 1681, 2677, 1000
115, 82, 1862, 224, 1000
911, 1939, 1737, 560, 1000
126, 713, 1135, 1375, 1000
377, 79, 1555, 723, 1000
1056, 3318, 730, 1023, 1000
2, 1333, 413, 1796, 1000
368, 990, 1454, 275, 1000
428, 1074, 1665, 566, 1000
503, 669, 273, 559, 1000
520, 1071, 1011, 622, 1000
460, 784, 571, 1625, 1000
524, 709, 1670, 861, 1000
48, 554, 1482, 856, 1000
520, 436, 1847, 566, 1000
217, 275, 604, 1219, 1000
242, 1038, 387, 1271, 1000
951, 554, 368, 1161, 1000
1927, 402, 1247, 995, 1000
331, 805, 825, 1508, 1000
80, 1750, 316, 1103, 1000
393, 1767, 781, 1115, 1000
167, 1035, 1406, 2172, 1000
448, 742, 1590, 856, 1000
716, 2062, 1352, 1006, 1000
1987, 603, 1060, 501, 1000
988, 200, 1387, 1097, 1000
44, 3602, 568, 350, 1000
768, 2219, 873, 1002, 1000
688, 332, 1291, 473, 1000
1493, 759, 565, 901, 1000
1777, 726, 1188, 517, 1000
1433, 651, 815, 847, 1000
1150, 593, 198, 1798, 1000
2935, 1334, 1099, 1575, 1000
364, 530, 365, 627, 1000
1253, 952, 1909, 1333, 1000
376, 247, 910, 718, 1000
165, 2353, 856, 1078, 1000
491, 231, 185, 1676, 1000
490, 1124, 442, 746, 1000
126, 1168, 1293, 880, 1000
8041, 740, 644, 980, 1000
558, 244, 1163, 966, 1000
322, 497, 305, 578, 1000
111, 612, 1655, 1172, 1000
282, 856, 546, 1213, 1000
2351, 3460, 1091, 552, 1000
1138, 159, 1329, 1191, 1000
3533, 1654, 852, 848, 1000
2399, 1404, 1407, 604, 1000
871, 2738, 2018, 2235, 1000
818, 1722, 1208, 598, 1000
270, 362, 1432, 814, 1000
738, 1457, 1476, 730, 1000
59, 1108, 1772, 1078, 1000
468, 1251, 1413, 479, 1000
843, 287, 587, 1747, 1000
697, 1845, 1086, 1123, 1000
24, 868, 598, 1854, 1000
1053, 889, 541, 159, 1000
85, 878, 638, 1066, 1000
1008, 618, 1363, 1018, 1000
230, 1255, 1220, 2838, 1000
778, 278, 771, 1207, 1000
1882, 620, 976, 815, 1000
1081, 1155, 199, 343, 1000
877, 3030, 1247, 1354, 1000
188, 1659, 1774, 697, 1000
9, 1690, 887, 332, 1000
992, 126, 441, 1326, 1000
1022, 1656, 682, 1259, 1000
1135, 484, 551, 1090, 1000
492, 857, 1180, 486, 1000
1534, 1140, 2014, 1118, 1000
377, 660, 643, 891, 1000
851, 2049, 526, 629, 1000
356, 1051, 1951, 1174, 1000
2402, 459, 1223, 732, 1000
1410, 494, 316, 695, 1000
708, 196, 1136, 767, 1000
72, 314, 1110, 692, 1000
523, 607, 844, 1277, 1000
1947, 828, 840, 1952, 1000
687, 1087, 224, 1082, 1000
902, 1472, 1098, 867, 1000
666, 508, 476, 1511, 1000
3807, 877, 694, 1270, 1000
554, 738, 1294, 706, 1000
3158, 1710, 930, 1046, 1000
308, 654, 2488, 2072, 1000
2217, 1077, 1167, 1038, 1000
1202, 2018, 523, 458, 1000
230, 248, 542, 1126, 1000
88, 276, 652, 680, 1000
32, 1346, 981, 1138, 1000
1437, 344, 624, 744, 1000
946, 631, 394, 661, 1000
237, 996, 1167, 1934, 1000
612, 1740, 1477, 1249, 1000
2222, 623, 2064, 687, 1000
2894, 1036, 1522, 751, 1000
748, 1108, 2140, 1199, 1000
13, 1323, 1023, 1207, 1000
1621, 1166, 432, 785, 1000
775, 150, 1542, 1462, 1000
2371, 406, 713, 1057, 1000
27, 384, 943, 915, 1000
166, 1654, 1872, 975, 1000
1082, 927, 937, 827, 1000
515, 638, 623, 337, 1000
1085, 975, 532, 641, 1000
806, 601, 378, 1122, 1000
192, 778, 665, 1067, 1000
34, 1725, 445, 626, 1000
1670, 924, 566, 493, 1000
38, 1399, 749, 401, 1000
1092, 840, 1478, 1805, 1000
421, 1045, 626, 814, 1000
150, 1319, 293, 783, 1000
562, 251, 768, 452, 1000
594, 1078, 1756, 685, 1000
384, 1436, 759, 400, 1000
872, 1344, 1347, 669, 1000
4339, 924, 941, 1374, 1000
19, 753, 1705, 637, 1000
123, 1397, 1193, 813, 1000
4463, 167, 448, 713, 1000
607, 1587, 1466, 1043, 1000
700, 1828, 990, 622, 1000
905, 580, 970, 742, 1000
836, 719, 942, 371, 1000
928, 666, 381, 952, 1000
1757, 693, 301, 591, 1000
220, 364, 560, 927, 1000
439, 599, 675, 584, 1000
213, 1240, 2634, 878, 1000
1689, 547, 1113, 941, 1000
378, 2050, 604, 943, 1000
3954, 1605, 301, 1618, 1000
461, 572, 714, 1922, 1000
328, 256, 1456, 809, 1000
1158, 1585, 1169, 687, 1000
266, 2476, 803, 1673, 1000
3248, 853, 544, 1195, 1000
500, 569, 740, 868, 1000
1214, 172, 663, 1147, 1000
557, 774, 1264, 1017, 1000
464, 1092, 572, 487, 1000
339, 1918, 975, 2342, 1000
1137, 493, 1458, 1209, 1000
2164, 1017, 755, 2106, 1000
402, 244, 1044, 1063, 1000
2317, 906, 1885, 1063, 1000
116, 1780, 976, 1100, 1000
10, 2041, 1173, 703, 1000
2594, 476, 1705, 891, 1000
172, 170, 283, 1296, 1000
1652, 1291, 1168, 1728, 1000
216, 2201, 1530, 944, 1000
512, 1548, 1064, 996, 1000
352, 1148, 401, 1967, 1000
170, 1901, 1430, 1523, 1000
1933, 1527, 1737, 1101, 1000
868, 869, 620, 1726, 1000
140, 454, 309, 1538, 1000
3476, 253, 273, 1083, 1000
776, 445, 493, 684, 1000
46, 909, 1280, 936, 1000
1610, 683, 1561, 551, 1000
413, 257, 1097, 542, 1000
229, 596, 1491, 1006, 1000
2137, 930, 997, 1048, 1000
939, 1626, 154, 659, 1000
628, 241, 1251, 911, 1000
1082, 1469, 1008, 1602, 1000
97, 496, 1059, 1421, 1000
1060, 268, 1231, 940, 1000
1431, 439, 522, 1164, 1000
800, 1370, 392, 962, 1000
15, 375, 917, 1478, 1000
572, 1022, 616, 429, 1000
236, 1406, 879, 1192, 1000
103, 87, 1074, 479, 1000
262, 439, 119, 1140, 1000
421, 1918, 911, 1093, 1000
4, 1651, 1805, 1317, 1000
1004, 807, 633, 927, 1000
1216, 482, 786, 482, 1000
1994, 893, 870, 2170, 1000
466, 2204, 1141, 307, 1000
354, 571, 827, 756, 1000
164, 1161, 452, 667, 1000
848, 921, 181, 1389, 1000
3528, 1429, 583, 904, 1000
1405, 1225, 804, 1071, 1000
1972, 636, 507, 809, 1000
1094, 558, 939, 600, 1000
279, 591, 1170, 978, 1000
1122, 848, 1005, 935, 1000
372, 1229, 295, 910, 1000
2533, 146, 1828, 894, 1000
294, 618, 714, 1690, 1000
46, 1222, 667, 308, 1000
2545, 879, 1328, 1956, 1000
765, 1539, 985, 379, 1000
1219, 532, 1479, 1232, 1000
1297, 1061, 1198, 1802, 1000
1357, 1314, 1206, 579, 1000
813, 1801, 800, 682, 1000
2318, 892, 1520, 793, 1000
1292, 1106, 1296, 830, 1000
160, 1807, 1327, 570, 1000
488, 2577, 900, 1022, 1000
1653, 1191, 543, 1933, 1000
2583, 718, 949, 936, 1000
231, 1042, 1066, 878, 1000
1666, 867, 1282, 1263, 1000
1269, 2033, 2462, 665, 1000
753, 2604, 702, 907, 1000
1723, 444, 1589, 723, 1000
